ParName;Cnt;Type;Min;Max;Default;Options;Input Text;Hint;Implementation comment;"Input Text
English";"Hint
English";"Input Text
Dutch";"Hint
Dutch";"Input Text
French";"Hint
French";"Input Text
Italian";"Hint
Italian";"Input Text
Spanish";"Hint
Spanish";"Input Text
Duch";"Hint
Duch";
RndMinTime;4;Time;0;1048560;3 Sek;;Minimale Umschaltzeit zwischen Multiplexer Muster;Minimale umschaltzeit zwischen Multiplexer Muster. => Dialog;;Minimum switching time between multiplexer patterns;Minimum switching time between multiplexer patterns. => Dialog;Minimale schakeltijd tussen multiplexerpatronen;Minimale schakeltijd tussen multiplexerpatronen. => Dialoogvenster;Temps de commutation minimum entre les modèles de multiplexeur;Temps de commutation minimum entre les modèles de multiplexeur. => Dialogue;Tempo minimo di commutazione tra i modelli multiplexer;Tempo minimo di commutazione tra i modelli multiplexer. => Finestra di dialogo;Tiempo mínimo de conmutación entre patrones de multiplexores;Tiempo mínimo de conmutación entre patrones de multiplexores. => Diálogo;Minimum skifttid mellem multipleksermønstre;Minimum skifttid mellem multipleksermønstre. => Dialog;
RndMaxTime;4;Time;0;1048560;30 Sek;;Maximale Umschaltzeit zwischen Multiplexer Muster;Maximale umschaltzeit zwischen Multiplexer Muster. => Dialog;;Maximum switching time between multiplexer patterns;Maximum switching time between multiplexer patterns. => Dialog;Maximale schakeltijd tussen multiplexerpatronen;Maximale schakeltijd tussen multiplexerpatronen. => Dialoogvenster;Temps de commutation maximum entre les modèles de multiplexeur;Temps de commutation maximum entre les modèles de multiplexeur. => Dialogue;Tempo massimo di commutazione tra i modelli multiplexer;Tempo massimo di commutazione tra modelli multiplexer. => Finestra di dialogo;Tiempo máximo de conmutación entre patrones de multiplexores;Tiempo máximo de conmutación entre patrones de multiplexores. => Diálogo;Maksimal skifttid mellem multipleksermønstre;Maksimal skifttid mellem multipleksermønstre. => Dialog;
ControlNr;;Var;;;0;;ControlNr;ControlNr wird verwendet, um zu überprüfen, ob ein Multiplexer durch den Patter_configurator geändert wird. Wenn der Multiplexer Name geändert oder der Multiplexer gelöscht wird, dann ist der Multiplexer möglicherweise nicht mehr gültig.;;;;;;;;;;;;;;
Groups;;Var;1;;1;;Anzahl der Multiplexer Gruppen;Anzahl der Multiplexer Gruppen;;Number of Groups in Multiplexer;Number of groups used in the Mulitplexer;Aantal groepen in multiplexer;Aantal groepen gebruikt in de Mulitplexer;Nombre de groupes dans le multiplexeur;Nombre de groupes utilisés dans le Mulitplexer;Numero di gruppi in multiplexer;Numero di gruppi utilizzati nel Mulitplexer;Número de grupos en multiplexor;Número de grupos utilizados en el Mulitplexer;Antal grupper i multiplexer;Antal grupper, der bruges i Mulitplexer;
NumOfLEDs;;Var;1;;;;Anzahl der LEDs;Anzahl der LEDs;;Number of LEDs in Multiplexergroup;Number of LEDs in Multiplexergroup;Aantal leds in multiplexergroep;Aantal leds in multiplexergroep;Nombre de LED dans le groupe multiplexeur;Nombre de LED dans le groupe multiplexeur;Numero di LED nel gruppo multiplex;Numero di LED nel gruppo multiplex;Número de LED en el grupo multiplexor;Número de LED en el grupo multiplexor;Antal lysdioder i multiplexergruppe;Antal lysdioder i multiplexergruppe;
MB_LED;1;MB_LED;;;1;;Nummer der LED;Nummer der LED: 1 = Links(Gelb), 2 = Mitte(Weis), 3 = Rechts(Blau), 4 = Oben(Grün), D2, D3A5 = Arduino Pins.;;Number of the LED;Number of the LED: 1 = left (yellow), 2 = middle (white), 3 = right (blue), 4 = top (green), D2, D3 A5 = Arduino pins.;Nummer van de LED;Nummer van de LED: 1 = links (geel), 2 = midden (wit), 3 = rechts (blauw), 4 = boven (groen), D2, D3 A5 = Arduino-pinnen.;Numéro de la LED;Numéro de la LED: 1 = gauche (jaune), 2 = milieu (blanc), 3 = droite (bleu), 4 = haut (vert), D2, D3 A5 = broches Arduino.;Numero del LED;Numero del LED: 1 = sinistra (giallo), 2 = centrale (bianco), 3 = destra (blu), 4 = alto (verde), D2, D3 A5 = Pin Arduino.;Número del LED;Número del LED: 1 = izquierdo (amarillo), 2 = medio (blanco), 3 = derecho (azul), 4 = superior (verde), D2, D3 A5 = pines Arduino.;Nummer på LED;Nummer på LED: 1 = venstre (gul), 2 = midt (hvid), 3 = højre (blå), 4 = top (grøn), D2, D3 A5 = Arduino-ben.;
DN_Duration;1;;1;1440;16;;Dauer eines Tag/Nacht Zyklus [min];Bestimmt wie lange ein Tag und eine Nacht auf der Anlage dauert. Der Wert wird in Minuten angegeben.;;Duration of a day / night cycle [min];Determines how long a day and night lasts on the model railway. The value is given in minutes.;Duur van een dag- / nachtcyclus [min];Bepaalt hoe lang een dag en nacht op de modelspoorbaan duurt. De waarde wordt gegeven in minuten.;Durée d'un cycle jour / nuit [min];Détermine la durée d'un jour et d'une nuit sur le train miniature. La valeur est donnée en minutes.;Durata di un ciclo giorno / notte [min];Determina la durata di un giorno e di una notte sulla ferrovia in miniatura. Il valore è espresso in minuti.;Duración de un ciclo día / noche [min];Determina cuánto dura un día y una noche en el modelo de ferrocarril. El valor se da en minutos.;Varighed af en dag / nat cyklus [min];Bestemmer, hvor længe en dag og nat varer på modelbanen. Værdien er angivet i minutter.;
LED_Offs;1;;0;31;0;;LED Nummer Offset;Offset der LED Nummer zur vorangegangenen Funktion;;LED number offset;Offset of the LED number to the previous function;LED-nummer offset;Offset van het LED-nummer naar de vorige functie;Décalage du nombre de LED;Décalage du numéro de LED par rapport à la fonction précédente;Offset del numero di LED;Offset del numero di LED alla funzione precedente;Desplazamiento del número de LED;Desplazamiento del número de LED a la función anterior;LED nummer forskydning;Forskydning af LED-nummeret til den forrige funktion;
Comp_Typ;1;CmpMod;;;>;;Vergleichstyp ( =  !=  <  >  &  !& );Bestimmt wie die LED Helligkeit mit dem Vergleichswert verglichen wird (& = Binäre Maske, ! = Nicht);;Comparison type ( =  !=  <  >  &  !& );Determines how the LED brightness is compared with the comparison value (& = Binary Mask, ! = Not) ;Vergelijkingstype ( =  !=  <  >  &  !& );Bepaalt hoe de led-helderheid wordt vergeleken met de vergelijkingswaarde (& = binair masker,! = Niet);Type de comparaison ( =  !=  <  >  &  !& );Détermine comment la luminosité de la LED est comparée à la valeur de comparaison (& = Masque binaire,! = Non);Tipo di confronto ( =  !=  <  >  &  !& );Determina il modo in cui la luminosità del LED viene confrontata con il valore di confronto (& = Maschera binaria,! = Non);Tipo de comparación ( =  !=  <  >  &  !& );Determina cómo se compara el brillo del LED con el valor de comparación (& = Máscara binaria,! = No);Sammenligningstype ( =  !=  <  >  &  !& );Bestemmer, hvordan LED-lysstyrken sammenlignes med sammenligningsværdien (& = Binær maske,! = Ikke);
Comp_Val;1;;0;255;0;;Vergleichswert;Mit diesem Wert wird die LED Helligkeit verglichen. Der Vergleichstyp bestimmt die Art des Vergleichs.;;Comparison value;The LED brightness is compared with this value. The comparison type determines the type of comparison.;Vergelijkingswaarde;De led-helderheid wordt vergeleken met deze waarde. Het vergelijkingstype bepaalt het type vergelijking.;Valeur de comparaison;La luminosité de la LED est comparée à cette valeur. Le type de comparaison détermine le type de comparaison.;Valore di confronto;La luminosità del LED viene confrontata con questo valore. Il tipo di confronto determina il tipo di confronto.;Valor de comparación;El brillo del LED se compara con este valor. El tipo de comparación determina el tipo de comparación.;Sammenligningsværdi;LED-lysstyrken sammenlignes med denne værdi. Sammenligningstypen bestemmer typen af ??sammenligning.;
MP3Command;4;Mode;0;31;MP3_NEXT;"w=140;Values: MP3_NOP,MP3_NEXT,MP3_PREV, MP3_INCREASE_VOLUME, MP3_DECREASE_VOLUME, MP3_STANDBY, MP3_RESET, MP3_PLAY, MP3_PAUSE, MP3_STOP, MP3_ADVERT";MP3-Befehl;Befehle: MP3_NEXT, MP3_PREV, MP3_INCREASE_VOLUME, MP3_DECREASE_VOLUME, MP3_STANDBY, MP3_RESET, MP3_PLAY, MP3_PAUSE, MP3_STOP, MP3_STOP_ADVERT;;;;;;;;;;;;;;
MP3TrackCommand;;Mode;0;31;MP3_PLAY_MP3;"w=100;Values: MP3_PLAY_TRACK, MP3_PLAY_TRACK_REPEAT, MP3_PLAY_ADVERT, MP3_PLAY_FOLDER_REPEAT, MP3_PLAY_MP3";MP3-Play Track Befehl;Soundmodul MP3-TF-16p über Servoplatine: Track abspielen;;MP3 play track command;Sound module MP3-TF-16p via servo board: play track;MP3-afspeelopdracht voor nummers;Geluidsmodule MP3-TF-16p via servokaart: track afspelen;Commande de lecture de piste MP3;Module de son MP3-TF-16p via servo board : play track;Comando riproduzione brano MP3;Modulo sonoro MP3-TF-16p tramite scheda servo: riproduci traccia;Comando de pista de reproducción MP3;Módulo de sonido MP3-TF-16p mediante placa servo: reproducir pista;MP3-afspilningssporkommando;Lydmodul MP3-TF-16p via servokort: afspil spor;
MP3TrackNumber;4;;1;1024;1;;Tracknummer;Nummer bzw. Dateiname des abzuspielenden Tracks. Je nach Befehl/Verzeichnis 2-stellig, 3-stellig oder 4-stellig. Maximal 1024.;;Track number;Number or file name of the track to be played. Depending on the command / directory, 2-digit, 3-digit or 4-digit. 1024 maximum.;Tracknummer:;Nummer of bestandsnaam van de track die moet worden afgespeeld. Afhankelijk van de opdracht/directory, 2-cijferig, 3-cijferig of 4-cijferig. 1024 maximaal.;Numéro de piste;Numéro ou nom de fichier de la piste à lire. Selon la commande/répertoire, 2 chiffres, 3 chiffres ou 4 chiffres. 1024 maximum.;Numero di spedizione;Numero o nome del file del brano da riprodurre. A seconda del comando / directory, 2 cifre, 3 cifre o 4 cifre. 1024 massimo.;Número de pista;Número o nombre de archivo de la pista que se reproducirá. Dependiendo del comando / directorio, 2 dígitos, 3 dígitos o 4 dígitos. 1024 como máximo.;Spornummer;Nummer eller filnavn på det spor, der skal afspilles. Afhængigt af kommandoen/biblioteket, 2-cifret, 3-cifret eller 4-cifret. 1024 maksimum.;
MP3SetCommand;4;Mode;1;32;MP3_SET_VOLUME;"w=100;Values: MP3_SET_VOLUME, MP3_SET_EQ, MP3_SET_REPEAT_CURRENT";MP3-TF-16p Werte einstellen;"MP3_SET_EQ Values:
MP3_EQ_NORMAL(0), MP3_EQ_POP(1), MP3_EQ_ROCK(2), MP3_EQ_JAZZ(3), MP3_EQ_CLASSIC(4),MP3_EQ_BASS(5)";;Set MP3-TF-16p values;"MP3_SET_EQ Values: 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";MP3-TF-16p-waarden instellen;"MP3_SET_EQ Waarden: 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";Définir les valeurs MP3-TF-16p;"Valeurs MP3_SET_EQ : 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";Imposta valori MP3-TF-16p;"Valori MP3_SET_EQ: 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";Establecer valores MP3-TF-16p;"MP3_SET_EQ Valores: 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";Indstil MP3-TF-16p værdier;"MP3_SET_EQ Værdier: 
 MP3_EQ_NORMAL (0), MP3_EQ_POP (1), MP3_EQ_ROCK (2), MP3_EQ_JAZZ (3), MP3_EQ_CLASSIC (4), MP3_EQ_BASS (5)";
MP3Value;4;Mode;1;32;15;"w=100;Values:MP3_EQ_NORMAL, MP3_EQ_POP, MP3_EQ_ROCK,MP3_EQ_JAZZ, MP3_EQ_CLASSIC,MP3_EQ_BASS, MP3_ON, MP3_OFF, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14,15, 16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31";Wert;MP3-Wert (1-32);;MP3-Value (1-32);MP3 value (1-32);MP3-waarde (1-32);MP3-waarde (1-32);Valeur MP3 (1-32);Valeur MP3 (1-32);Valore MP3 (1-32);Valore MP3 (1-32);Valor MP3 (1-32);Valor MP3 (1-32);MP3-værdi (1-32);MP3-værdi (1-32);
MP3Folder;4;;1;32;1;;Ordner (1-32);Ordner (1-32);;Folder (1-32);Folder (1-32);Map (1-32);Map (1-32);Dossier (1-32);Dossier (1-32);Cartella (1-32);Cartella (1-32);Carpeta (1-32);Carpeta (1-32);Mappe (1-32);Mappe (1-32);
MP3ShortTrack;4;;1;32;1;;Tracknummer (1-32);Tracknummer (1-32);;Track number (1-32);Track number (1-32);Tracknummer (1-32);Tracknummer (1-32);Numéro de piste (1-32);Numéro de piste (1-32);Numero traccia (1-32);Numero traccia (1-32);Número de pista (1-32);Número de pista (1-32);Spornummer (1-32);Spornummer (1-32);
MP3Module;4;;1;3;1;;Anschluss des Moduls (Servo1-3);Modulnummer (1-3);;Module number (1-3);Module number (1-3);Modulenummer (1-3);Modulenummer (1-3);Numéro de module (1-3);Numéro de module (1-3);Numero modulo (1-3);Numero modulo (1-3);Número de módulo (1-3);Número de módulo (1-3);Modulnummer (1-3);Modulnummer (1-3);
MP3Type;4;Mode;1;2;MP3_TF_16p;"w=100;Values: MP3_TF_16p, MP3_JQ6500";;Modultyp (1=MP3-TF-16p, 2=JQ6500);;Module type (1=MP3-TF-16p, 2=JQ6500);Module type (1 = MP3-TF-16p, 2 = JQ6500);Moduletype (1=MP3-TF-16p, 2=JQ6500);Moduletype (1 = MP3-TF-16p, 2 = JQ6500);Type de module (1=MP3-TF-16p, 2=JQ6500);Type de module (1 = MP3-TF-16p, 2 = JQ6500);Tipo di modulo (1=MP3-TF-16p, 2=JQ6500);Tipo di modulo (1 = MP3-TF-16p, 2 = JQ6500);Tipo de módulo (1 = MP3-TF-16p, 2 = JQ6500);Tipo de módulo (1 = MP3-TF-16p, 2 = JQ6500);Modultype (1=MP3-TF-16p, 2=JQ6500);Modultype (1 = MP3-TF-16p, 2 = JQ6500);
MP3TrackNumber2;4;;1;256;1;;Tracknummer (1-256);Tracknummer (1-256);;Track number (1-256);Track number (1-256);Tracknummer (1-256);Tracknummer (1-256);Numéro de piste (1-256);Numéro de piste (1-256);Numero traccia (1-256);Numero traccia (1-256);Número de pista (1-256);Número de pista (1-256);Spornummer (1-256);Spornummer (1-256);
MP3TrackNumberFrom;4;;1;256;1;;Tracknummer von (1-256);Tracknummer (1-256);;Track number from (1-256);Track number (1-256);Tracknummer van (1-256);Tracknummer (1-256);Numéro de piste de (1-256);Numéro de piste (1-256);Numero traccia da (1-256);Numero traccia (1-256);Número de pista de (1-256);Número de pista (1-256);Spornummer fra (1-256);Spornummer (1-256);
MP3TrackNumberTo;4;;1;256;1;;Tracknummer bis (1-256);Tracknummer (1-256);;Track number to (1-256);Track number (1-256);Tracknummer tot (1-256);Tracknummer (1-256);Numéro de piste à (1-256);Numéro de piste (1-256);Numero traccia a (1-256);Numero traccia (1-256);Número de seguimiento al (1-256);Número de pista (1-256);Spornummer til (1-256);Spornummer (1-256);
MP3SerialType;4;List;1;1;JQ6500;"w=100;Values: JQ6500,MP3-TF-16P,MP3-TF-16P-NO-CRC";;"Modultyp 
JQ6500
MP3-TF-16P 
MP3-TF-16P-NO-CRC  ";;;;;;;;;;;;;;
BitField;;;0;255;1;;Debug Bits;;;Debug bits;;Debug bits;;Bits de débogage;;Bit di debug;;Bits de depuración;;Debug bits;;
VolumePercent;;;0;100;100;;Lautstärke in Prozent;Prozentwert 0% bis 100%;;Volume in percent;Percentage value + 0% + to + 100%;Volume in procent;Percentage+waarde+++0%+++tot+++100%;Volume en pourcentage;Pourcentage+valeur+++0%+++à+++100%;Volume in percentuale;Percentuale+valore+++0%+++a+++100%;Volumen en porcentaje;Porcentaje + valor +++ 0% +++ a +++ 100%;Volumen i procent;Procentdel+værdi+++0 %+++til+++100 %;
SOUND_CHANNEL_LOOP_MODE;;List;;;LOOP_OFF;"w=100;Values: LOOP_ALL,LOOP_RND,LOOP_ONE,LOOP_OFF";Wiederholmodus;"LOOP_ALL: spielt alle Titel wiederholt ab
LOOP_RND: spielt alle Titel zufällig ab
LOOP_ONE: spielt den aktuellen Titel wiederholt ab
LOOP_OFF: keine Wiederholung";;Repeat mode;"LOOP_ALL: plays all tracks repeatedly 
LOOP_RND: plays all tracks at random 
LOOP_ONE: plays the current track repeatedly 
LOOP_OFF: no repetition";Herhaal Modus;"LOOP_ALL: speelt alle tracks herhaaldelijk af 
LOOP_RND: speelt alle tracks willekeurig af 
LOOP_ONE: speelt de huidige track herhaaldelijk af 
LOOP_OFF: geen herhaling";Mode répétition;"LOOP_ALL : lit toutes les pistes à plusieurs reprises 
LOOP_RND : lit toutes les pistes au hasard 
LOOP_ONE : lit la piste en cours à plusieurs reprises 
LOOP_OFF ??: pas de répétition";Modalità di ripetizione;"LOOP_ALL: riproduce tutte le tracce ripetutamente 
LOOP_RND: riproduce tutte le tracce in modo casuale 
LOOP_ONE: riproduce ripetutamente la traccia corrente 
LOOP_OFF: nessuna ripetizione";Modo de repetición;"LOOP_ALL: reproduce todas las pistas repetidamente 
LOOP_RND: reproduce todas las pistas al azar 
LOOP_ONE: reproduce la pista actual repetidamente 
LOOP_OFF: sin repetición";Gentagelses-tilstand;"LOOP_ALL: afspiller alle spor gentagne gange 
LOOP_RND: afspiller alle spor tilfældigt 
LOOP_ONE: afspiller det aktuelle spor gentagne gange 
LOOP_OFF: ingen gentagelse";
DampSpeed;;;1;100;10;;Dämmerungsgeschwindigkeit;Geschwindigkeit der Dämmerung zwischen 1 und 100 (5 Minuten - 4 Sekunden);;Twilight speed;Twilight speed between 1 and 100 (5 minutes - 4 seconds);schemering snelheid;Schemersnelheid tussen 1 en 100 (5 minuten - 4 seconden);Vitesse crépusculaire;Vitesse crépusculaire entre 1 et 100 (5 minutes - 4 secondes);Velocità crepuscolare;Velocità crepuscolare tra 1 e 100 (5 minuti - 4 secondi);Velocidad crepuscular;Velocidad crepuscular entre 1 y 100 (5 minutos - 4 segundos);Tusmørkehastighed;Skumringshastighed mellem 1 og 100 (5 minutter - 4 sekunder);
HSVColor;;;0;255;0;;Farbwert im HSV-Farbraum;Die Farbtonskala beschreibt eine Farbe anhand der Winkelposition im Farbkreis. Der Winkel wird mit der Formel Farbwert = Winkel * 255 / 360 berechnet. Siehe auch: https://de.wikipedia.org/wiki/HSV-Farbraum;;Color value in the HSV color space;The color scale describes a color based on its angular position in the color wheel. The angle is calculated using the formula color value = angle * 255/360. See also: https://de.wikipedia.org/wiki/HSV-Farbraum;Kleurwaarde in de HSV-kleurruimte;De kleurenschaal beschrijft een kleur op basis van de hoekpositie in het kleurenwiel. De hoek wordt berekend met de formule kleurwaarde = hoek * 255/360. Zie ook: https://de.wikipedia.org/wiki/HSV-Farbraum;Valeur de couleur dans l'espace colorimétrique HSV;L'échelle de couleurs décrit une couleur en fonction de sa position angulaire dans la roue chromatique. L'angle est calculé à l'aide de la valeur de couleur de formule %3D angle * 255/360. Voir aussi : https://de.wikipedia.org/wiki/HSV-Farbraum;Valore del colore nello spazio colore HSV;La scala dei colori descrive un colore in base alla sua posizione angolare nella ruota dei colori. L'angolo viene calcolato utilizzando il valore del colore della formula %3D angolo * 255/360. Vedi anche: https://de.wikipedia.org/wiki/HSV-Farbraum;Valor de color en el espacio de color HSV;La escala de colores describe un color en función de su posición angular en la rueda de colores. El ángulo se calcula utilizando el valor de color de la fórmula %3D angle * 255/360. Véase también: https://de.wikipedia.org/wiki/HSV-Farbraum;Farveværdi i HSV-farverummet;Farveskalaen beskriver en farve baseret på dens vinkelposition i farvehjulet. Vinklen beregnes ved hjælp af formlens farveværdi %3D vinkel * 255/360. Se også: https://de.wikipedia.org/wiki/HSV-Farbraum;
